Tweet,Classification
"""أرفض أن تضعني بعد حرف عطف أن تحشرني في واو الجماعة أو تثنيني مع كائنٍ آخر يجب أن أكون في حياتك إما إستقامه أو نقطه ختام لكل شيء.""",U
يقولك موظفين وزارة الكهرباء والماء ما يستحقون أعمال شاقة !! الشغل كله يقوم فيه الوافدين يالطيب إنت داوم بدوامك بالأول بعدين تكلم عن غيرك ..!! #عاملي_وزاره_الكهربا #وزارة_الكهرباء_والماء,N
"""ما دام الله يسمعُني ، سأتمنّى❤""",P
تكبر بعين نفسك إذا تذكرت إنك كنت تقدر تضر وما ضريت ..!! 👍,P
"لا تجعل أي إنسان محوراً لِحياتك.. ثبِت حياتك على أعمدة مختلفه و ضع الثقه عليها بِالتساوي، حتى إذا ما إنكسر فيها عمود سندك آخر",P
هشام الهاشمي كان رمزاً للمهنية والحيادية.... كانت تضعه احد ممثليها وهذا هو مصير سفراء الحقيقة... الاغتيال اقولها وقلبي يحترق.... الله يرحمك ياشفّاف #هشام_الهاشمي #سفير_الحقيقة,N
""" يكفيني شخصٌ واحد يندهش بي كل يوم كما لو إني أُعجوبة، يسمع أحاديثي بكل شغف، يقرأ أحرفي كما لو أنها قصيدة "" -أحمد توفيق 🤍.",P
"""اللهم حقق لنا كل أمر جميل ننتظره، اللهم أكتب لنا محو الذنوب وستر العيوب ولين القلوب وتيسير الأمور.""♥️",P
"#لامكان_للفاسسسدين_بيننا اللهم الطف بأهل سوريا وأمدهم بنصرك ، واحقن دماءهم ، وصن أعراضهم ، واحفظ أموالهم ، وعجل بنصرهم ، وأهلك عدوهم برحمتك يا ارحم الراحمين",P
عاجل : غدا الساعة الثالثة عصرا أنتم على موعد مع العميد يحيى سريع متحدث القوات المسلحة في إيجاز صحفي هام عن آخر التطورات العسكرية وتفاصيل أخرى أكثر أهمية عبر قناة المسيرة فكونوا على الموعد,P
فريق بُني تاريخه على فضيحة امام تشلسي صُنفت بأنها أكثر مباراة ظلم فيها خصم في تاريخ كرة القدم فماذا سيحدث بهذا الفريق عندما يتم تحقيق العدالة أمامه هذا الفريق كان لا شيء وسيعود كما كان مع تحقيق العدل فريق كان طموحه الرئيسي المنافسة للتأهل لدوري الابطال والفوز بكأس الملك #برشلونة,U
(#عاجل) #وزارة_الصحة تعلن توفر #وظائف أمنية شاغرة لحملة جميع المؤهلات ⚡️ للتقديم:- .,P
شنو ذنب هشام وغيره وغيره يروح هيج بدون ذنب وسبب ! بشنو مأذيكم !! سهله هيج تقتلون أحد وتفجعون أهله والي يحبوه بس لأنه ما عاجبكم متت قهر💔💔,N
مباراة السهره ايفرتون و توتنهام انشيلوتي ضد مورينيو فل دفاع😂😂😂🦉🦉🦉🦉,U
اللي محمله هكر ببجي تجيني بسرعه🌚💔💔💔 #ببجي,N
ركبت مكتب شريته من ايكيا واشوف يساتر ياكبر الفخر وانا وفرت ٣٠٠ ريال على نفسي,P
مهما كنتم تختلفون معه يجب ان لا نشتم الميت وهذه ليس من اخلاقنه التشمت بالموت ♥️ الى رحمه الله 💔,U
المال يجعل الشخص #محترم_ومحبوب_وحاج_عند_بعض الناس 🤞🏻 حتى و ان كان #تافه👌؟,U
كل شيء ينهار من نفسه..,N
ربي لك الحمد حمدا كثيرا 🕊,P
كل حاجه تقيلة ع قلب الواحد بشكل !!,N
"#لامكان_للفاسسسدين_بيننا اللهم إني أسألك توفيقاً في طريقي وراحة في نفسي وتيسيراً لأمري ، ربي أعوذ بك من شتات الأمر ومس الضر وضيق الصدر",P
"فساد بفساد، أهلية بمحلّية #صار_الوقت_للإعلامي_الفاسد",N
نفسي أبطل أسمع عن أخبار الوفاة أسبوع بس انا اعصابي مش مستحملة خالص والله,N
راح تذكرني إذا شانت سنينك و راح تفقدني مع الأيام أدري الوعد قدام ما بيني و بينك روح جرب غيري و تعرف قدري,N
"أخبار بي بي س - ما الدرس الذي يقدمه لنا ""ثائر"" هندي دخل البرلمان البريطاني عام 1892؟",U
"""أحياناً.. عندما تسترجع أحداث حياتك... ستكتشف أن أكثر شخص أنت مدين له بالاعتذار.... هو نفسك""🖤",P
"""فلنركز جهودنا على إعادة البناء بشكل أفضل عبر نهج محوره الإنسان بالتعاون مع اللاجئين والمجتمعات المضيفة ومن أجل مصلحتهم"" - غاي رايدر، المدير العام لمنظمة العمل الدولية مخاطباً مؤتمر بروكسل الرابع حول دعم مستقبل سوريا والمنطقة، الذي عقده الاتحاد الأوروبي.",P
إن الله يرزق بالأسباب ومن دون الأسباب وضد الأسباب.,P
"""إلى الأشخاص الذين يغلقون الباب ثم يعودون ليتأكدوا من إغلاقه ، والذين يضعون الهاتف في جيوبهم ثم يتحسسونه مرة أخرى ، الذين يبعثون رسالة ثم يعودون لقراءتها ليطمئنوا من سلامتها ، الذين يضعون شيئاً ما في الحقيبة ثم يعودون ليتأكدوا من وجوده إلى أشباهي الكرام أنتم على وشك الجنون.""",N
عجزت افهم هالشخصيه يعني🙂!!,N
لا غدى خصمك حبيبك لا تخاصم كيف تنقل جَرح من روحك لروحك؟ #طلال_الرشيد,U
البشر نوعين : نوع يشوفك طيب فـ يحبك نوع يشوفك طيب فـ يستغلك✅✅,U
.. فماذا تتوقعون ان تكون ردة فعله عندما يتوج بالابطال ؟! باختصار هم كذبوا كذبة انهم فريق عريق وصدقوها وحتى اليوم لم يستيقظوا من هذه الكذبة التي بنيت على العار والفضائح ! قريباً سيعودون الى حقيقتهم باذن الله . #برشلونه_فياريال,N
"""مُمتنّ لـ تلك الأمُور العشوائية، التي تحدُث بلا تخطيط مُسبق. تأتي لـ تكون بـ مثابة مُتنفَّس لـ كسر الرَّتابة، فتُجدِّد حُب الحياة وتُعيد ترتيب الأشياء المُدهشة!""",U
الله يلعن اللي ينرفزني ويضايقني بأتفه الاشياء,N
#عاجل وتاكيد بخصوص وفاة الاسير سعد . انني اؤكد لكم ان الاسير على قيد الحياة #عاجل #فلسطين #غزة وسيتم بعد قليل اغلاق بيت العزاء . #الاسرى #الاسير . المعلومة مصدر من العائلة نفسها,P
اللهم إني أُحاول فلا تَترك يدي.💙,P
والله ان ابوي اغلى من الحال ومن المال و الشي الثمين ..,P
انا مش بقول انى كامل بس بقول الحمد لله على ان الواحد لسه كده و ان الناس دى مش عارف عايش بالشخصيات دى ازاى و حل محتاجين فعلا دكاتره نفسيين يمكن .. و لا انا اللى محتاج ده علشان اعرف اكمل وسط المجتمع ده,U
""" لاشيء يُعلمنا أفضل من تجاربنا .""",P
"ولم نرى في الحمّد إلا زياده في العطاء ، اللهم لك الحمد يارب بقدر كل شيء.❤️",P
انا ما اخلي شي بخاطري وهذا سبب سعادتي ومصايبي بنفس الوقت 😂💙💙.,P
الله يرحمنا الله يرحمنا بهيج عيشه بهيج حكومة بهيج ديمضراطية بهيج حرية كفلها الدستور الله يرحمنا كلنا مو انتَ انتَ والكلمة الحرة عايشين #هشام_الهاشمي,N
لأن تهدم الكعبة حجراً حجراً أهون عند الله من أن يراق دم امرئ مسلم,N
#عاجل مصادر عبرية: أضرار في حافلة للمستوطنين بعد تعرضها للرشق بالحجارة قرب بلدة بيت أمر شمالي الخليل,N
"سنموت جميعًا، ورغم علمنا بهذا الوداع المؤكد، لا نزال نؤذي بعضنا بأشد انواع الاذى .""",N
#لامكان_للفاسسسدين_بيننا يارب من كان يشكو مرضاً و قد طال مرضه إشفه شفاءٍ من عندك يغنيه عن كل طبيب اللهم أسعد كل بيت بشفاء مريضه.,
#عاجل مدبولى ناعيا العصار: فقدت اليوم أخا عزيزا كان دوما خير الداعم والسند #صدى_البلد,N
#لامكان_للفاسسسدين_بيننا اللهم اكتب لأمي ما تتمنى وحقق لها ما تريد واعنها في ما صعب عليها وسهل عليها ما عسر عليها❤,P
"اللهم عوضني خيراً عن كل شيئ انكسر في نفسي، وعن كل يأس أصاب قلبي، يا رب إنك تدرك حاجاتي ولو لم انطق بها، اللهم حقق لي ما أريد فأنت تعلم السر وأخفى، اللهم فوضت لك امري فلا تكلني لنفسي طرفة عين، واجعلني ممن نظرت إليه فرحمته وسمعت دعائه فأجبته.”",P
""" ترا بعض التغابي من فنون الذوق لا صار بمن تحبه قلة استيعاب "".",U
#لامكان_للفاسسسدين_بيننا اللهم حصن عائلتي ونفسي بحصنك الحصين وحبلك المتين من كيد الكائدين وحسد الحاسدين وسحر الساحرين وظلم الظالمين وتلبس وتسلط الجن والشياطين♥.,P
الأسابيع الأخيرة مبشرة بالخير فعلى المستوى الإقليمي جبهات القتال هادئه وفوهات المدافع ساكنه في #اليمن #ليبيا #سوريا نتمنى أن تستمر الهدنه ويعم السلام في المنطقه ومحلياً بدأت #كرونا تحزم أمتعتها لتغادرنا بلا رجعه باذن الله. سينعكس ذلك إيجاباً على نوعية ماننشره من تغريدات منوعه,P
#لامكان_للفاسسسدين_بيننا .. يارب إن عائلتي هي من أجمل هداياك ومن أغلى مارزقتني فاحفظهم لي وأسعدهم”,P
تعود أَن تُخيط جروحك بِنفسك.فلا أَحد يعرِف حَقيقة وجعك.,U
"أكثر الحالات التي أخاف فيها من نفسي، حين يكون الصمت هو ردة فعلي تجاه الأشياء الكبيرة",U
قد مات قوم وما ماتت مكارمهم وعاش قوم وهم في الناس أموات #مما_راق_لي,U
رجعت قلبي للحياة بعد ما مات💙,P
بيقولوا مرتضي هايعلن عن مفاجئة مدوية لجمهور الزمالك انا توقعي الإفراج عن المحبوسين من الوايت نايتس انتو توقعتكم ايه 🤔🤔,U
في خاطري كلمه ويمكن تبكيك ياليتني عشت الزمن ماعرفتك,N
اللهُم اجعل هذه الأيام تمر و لا تضر,U
"“لأنّ الأحوالَ لا يُمكنُ أَنّ تسوءَ أكثر، فقّد بدأتُ أتحسن.” | كافكا |",U
بقوا بيطقموا الكمامه مع الباندانا 😂😂😂😂,P
"""التقدمي"" و""المستقبل"" في اليرزة بوفد مشترك... وتأكيد على حساسية طريق الجنوب #عاجل",U
بخصوص المستثمرين اللي يسالوني من دون زعل انا مش محلل ولا اقدم نصائح استثمارية ولا اريد اعطي مجال لسبب اريد اركز في التداول ولا اقدر اني اقدم خدمة لرد على كثرت الاساله يعني من كم يوم واحد يقول انا مع اصحابي في الكوفي ماشوف العروض صورها لي حسيت نفسي نادل مستثرين😅,U
ماعش الييي بدو يزعلك 😡😡😡,N
إعلان #عمّان يؤكد رفض #الصين والدول العربية لمخططات الضم الإسرائيلية #عاجل #هنا_المملكة,P
بعد ضربات ليبيا.. طيران مجهول يقصف الاحتلال التركي شمال سوريا - العرب والعالم - الوطن,N
عاجل 📍 المسؤلين والمشرفين والمراقبين والمدراء شكاوي الموظفين اصحاب الامراض المزمنة المشمولين بالاعفاء في قرار مجلس الوزراء كثيرة جداً لذلك منصب الاشراف تكليف وليس تشريف واستخدام اسلوب التعسف مع الموظف امر خاطئ نرجو منكم التسامح قدر المستطاع مع اخوانكم الموظفين #وزارة_العدل,N
كنت المفروض نكتفي بشهادة الروضه بس انا بسلامتي نحب المرمدة,U
في شخص كده لما بتشوفه اول مره بتقول هو ده و عينك تطلع قلوب عليه 😍 هو هو نفس الشخص ده اللي قدامه هيخزوقك أحلي خازوق,P
#لامكان_للفاسسسدين_بيننا طوبى لمن سهرت بالليل عيناه وبات في قلقٍ في حبِّ مولاهُ وقام يرعى نجوم الليل منفـردًا شوقًا إليه وعينُ الله ترعـاهُ .,P
الحياة سهل تفهمها بس يبيلها شوي فهم بس.,U
نبيعك ونشرب ورا بيعتك فنجاال.,U
"لا أريد أن انتبه بعد الآن، هذه الفطنة كلفتني الكثير.",N
اللي يبغا يعاقبني ياخذني معه السوق 😖,N
ملاحظه: اغلب الناس في شويخ مشاكلهم ارتفاع حراره سياره والمكيف مو ملحق بمختلف صناعات السيارات اليابانيه والالمانيه والامريكيه الخ.. دليل واضح وصريح لنظريه الاحتباس الحراري.. Global warming ain't a JOKE !!,N
لمن يهمه الامر لم يعد للأمر أهمية,N
'' أغلب الذين كانوا يسألون ماذا بك ؟ يريدون إجابة واحدة : لا شيء ! فقط لينفوا عن أنفسهم تهمة القسوة. ''#افنان_الباتل,U
الحمدلله على كل حال.,P
"الذهاب الى صنعاء لزيارة البيت المقدسة في عهد أبرهه الأشرم ،خير من الذهاب للحج في بلاد ال سعود ... #. المحضورات تبيح المحرمات",U
ضاع عمر .. وراح حلم .. ومات غالي شاللي باقي في حياتي ما خسرته.,N
"علمتني الحياة …. ان الرجال مواقف............ البشر من حولنا هم كثر ، ولا غريب أن تعيش أو تقابل أو تصادق أو ترافق واحد من هؤلاء ،،، لكن عليك أن تتأنى في حكمك على من تعاشر ، فلا تنخدع بما تراه من مظاهر خارجيه ، فقد تحكم على البعض من الناس وتغتر بالمظاهر الخارجية..",U
"انقُش أمانيكَ فوق الغيمِ إنَّ لهَا .. رباً سيفتحُ باباً للَّذي طرقَا!""💙🕊 #شي_ضروري_تسويه_كل_يوم",P
الحمد لله ع كل شئ دائما وأبدا🖤,P
"""كل يوم تساقُ الأمنيات على معابر الدعاء ، فاللهُم إجعلها مضيئة ، زاهِية ، متوهجة"". ❤️",P
ذوي الاعاقة: تمديد جميع شهادات الاعاقة المنتهية في عام 2020 لمدة سنة كاملة تبدأ من تاريخ الانتهاء الفعلي لها دعما للاشخاص ذوي الاعاقة بسبب جائحة كورونا المستجد (كوفيد 19)😷🌺,P
تركتك للغياب وأنا خاطري فيك ماتعودت أنادي على حاجة ماتبيني,N
مرات بعض المُر يا سعود خيره ..,U
إعلان عمّان يؤكد رفض وبطلان الممارسات والسياسات الإسرائيلية الهادفة لتغيير المكانة القانونية والتاريخية للقدس الشرقية #عاجل #هنا_المملكة,P
يا اما اعرفك يا اعرف حد يعرفك يا اعرف حد يعرف حد يعرفك لا فوق كدة احنا في بورسعيد!!,U
#لامكان_للفاسسسدين_بيننا يارب ارزقني راحة لا علاقة لمخلوق بها تنبع من أعماقي راحة بقدر رحمتك ولطفك وانفث في صدري الإنشراح واكتب لي السعادة والرضى وآنر بهدايتك دربي,P
تحب العراق وتقضى عمرك تدافع عنه ويجى واحد كلب عراقى علمود يرضى ايران يقتلك / هايه ثمن حب العراق والدفاع عنه #هاشم_الهاشمي,N
ليكن هُروبك إليّ.,P
#الاتحاد_السعودي_لرعايه_النصر ياخي النادي ذا عنده نفوذ مو طبيعي أقوى نادي في أمور تحت الطاولة,U
ياربييييييي قد ايش فرحت بشوفتها في بيتي لو من بعيد حقيقي حسيت بالسعادة 😭😭😭 سارونة القلب والله,P
بدأ العد التنازلي لانتهاء لعبة أمريكا لبنان سوريا إيران جاري العمل العراق جاري العمل اليمن كنا نقول لكم لا صوت يعلو على صوت المقاومه فكذبتمونا #سلمت_يد_الكتايب,U
هنا بالعراق من يتم إغتيالك هذا هو الدليل على كونك تطمح لعراق حُرّ. #هشام_الهاشمي,U
تعلم مهارة النسيان ونضف أرشيف عقلك باستمرار ولا تحتفظ فيه الا بالجميل من الذكريات أما المؤلمه منها فخذمنها العبره والحكمه..,N
- ساعات الجهل بيبقى نعمة مبيفهمهاش غير اللي عارف الحقيقة 👌,U
يُقال ستقابل في حياتك شخصاً واحداً سيحبك كما تمنيت. 🖤💍,P
انت حبيبي وتدلل💙,P
#لامكان_للفاسسسدين_بيننا إذا حار أمرك في شيئين و لم تدر حيث الخطأ والصواب !! فخالف هواك .. فإن الهوى يقود النفس إلى ما يعاب ! - الشافعي رحمه الله,U
هو ليه #اردوغان_ابو_قاعده_مضروبه انضرب في سوريا و ليبيا و منضربش في قطر 🤔,U
عدد سكان العالم 7.594 billion ولا واحد يراسلني!! ولاحد يسولف 🙂🙂💔,N
الايام ذي يا خاطبين او متزوجين واحنا نتفرج ونبارك 🌚😂,N
فيه ناس كل ماتتذكر انهم بحياتك تنبسط❤️,P
استنى الوقت اللي اخلص فيه الصيفي والتدريب وأحس نفسي بإجازه صدق وانام وقت ما ابغا واصحى وقت ما ابغا واخذ السياره واطلع وامسك خط بالليل واروح مطاعم واروح البحر وقت ماتضايقت واشوف اللي احبهم وقت ما احتاجهم واحس اني ارتحت بعد التعب والشقا اللي انا فيه 💔,N
"اليوم شغال على حلقة جديدة ترقبوها بليل #تماركوف #تماركوف_شو على اليوتيوب ❤️ @ Al Fintas, Al 'Āşimah, Kuwait",P
عاملين كاستينغ لأقوى ممثل وممثلة صار ناجح معنا ممثلتين لهالوقت #صار_الوقت_للإعلامي_الفاسد,P
ياقلبي اللّي تمد النّبل والطيبة ما ضيّع الطيّب الاّ قلبه الطيّب,U
"زرع فكرة اليأس والنكد في رأسك ماراح تجني وراها الا نكد وعوار راس حتى لو ما عندك شيء يزعلك ، بس الوهم اللي تعيشه بيكون سبب في يأسك .",U
ثمَّ يتهمك بأنَّك لم تتمسَّك به ذلك الشَّخص الذي بتَر كُل أصابعك,N
في هالبيت الواحد مايقدر يستمر في دايت🙂,N
ما شاء الله متابعيني وصلوا ٢٠٠ والله فيه تطور,P
افكر الذهاب الي فنزويلا,U
اللهم أرحم روح كان وجودها بالدنيا جميلًا..,P
#هشام_الهاشمي كل كلمه حره كان لابد ان يسكتوها الرحمه والخلود لشهداء الصحافه العراقيه,N
�� إجراء عاجل من السفارة الفلبينية في الرياض بعد إصابة 6 موظفين بكورونا,U
"#لامكان_للفاسسسدين_بيننا رب لكل منا في قلبه أمنية،، و أمنيات فحقق يا رب ما تراه صالحا لنا",P
"#لامكان_للفاسسسدين_بيننا الصديق وقت الضيق ؛ عبارة نسمعها كثيراً هل تريد تجربتها ؟ ، كن صديقاً للقرآن وسيأتيك في وقت الضيق متحدثاً شافعاً لك يوم القيامة ..",P
#لامكان_للفاسسسدين_بيننا ربي أسألك الجنة لحبيبة أنجبتني .. و غالي خٌتم اسمي به ♥,P
#لامكان_للفاسسسدين_بيننا اللهم بيض وجوهنا ويمن كتابنا وثبت على الصراط أقدامنا,P
"#لامكان_للفاسسسدين_بيننا رَبِّ أَعُوذُ بِكَ مِنْ أَعْيُنِ العَائِنِينَ ، وَمِنْ سِحْرِ السَّاحِرِينَ ، وَمِنْ شَرِّ كُلِّ ذِي شَرِّ.",P
"#لامكان_للفاسسسدين_بيننا يارب من كان يشكو مرض و قد طال مرضه أشفه شفاء من عندك ، تغنيه عن كل طبيَب اللهم أسعد كل بيت بشفاء مريضهم",P
بس بقيت فى صدمات متتالية غريبه جداا و مش مصدق ان ممكن كان يجى اليوم انى اعشها بس انا فعلا بقول لى نفسى ايه المكان اللى ممكن اهرب منه و لو لى فتره ابعد فيها عن الناس دى كلها و اختلى بمراجعه نفسى و كمان اكون متصالح مع نفسى و انى استمد طاقه فعلا ارجع فيها زى الاول,N
إنِّي أَراكِ بنبضِ القلبِ لا نَظَري ونظرةُ القلبِ فوق الشَّكِّ والرِّيَبِ✨,P
ياعرب بنغازي كم ساعة فالعاده ينقطع الضي؟؟,U
"""بعد سنوات من استخدام الانتباه و الحدة ستعرف أن اللين كان يسعه الأكثر وأن الرقة كانت ستفعل الأجمل وأن التغاضي كان سيريحك للحد الذي يسعدك ويأخذ بيدك لأوقات أفضل.""",U
#وليد_جنبلاط_حرامي ما بعرف بس كذاب اكيد,N
عند جدتي حلاو بقر مره حلو مو قادره اوقف اكله,P
حاطه ماسك وابوي ماسكني ويقول خلصتي الزبادي ووجهك م راح يتغير نفس م هو وايش تبغين ناكل مع الرز ناكله ناشف !!! الواحد يبي يصير ايجابي بهالبيت م يقدر,N
تشابهت أوهام عيني مع الصدق ودرب الرجى ماسرني فإنعواجه,U
فرن غاز متنقل عدد 2 عين ضمان سنتين ماركة DLC السعر 100 ريال الموقع الاحساء خارج الاحساء شحن على حساب المشتري للطلب التواصل واتس اب 0548757586 السعر :100 #فرن #موقد_غاز #فرن_متنقل #الاحساء #الرياض #جده#الدمام…,U
"والله اني شخص محظوظ ، الحمدلله ع الأشخاص اللي بحياتي.",P
هذا زمن ابوجركل وما حوى .. #ابو__جركل_قول_وفعل,U
الكم الهائل من القوة الي قاعده اظهرها مؤذي جداً ..,N
احلي افوكاتو 😍 #كابو_افوكاتو_فلورز_الترند,P
المعابر بين سوريا والعراق إلى حرب أم تسوية؟,U
#عاجل العضايلة: القادمون من دول يصنف وضعها الوبائي بالأخضر لم يخضعوا للحجر الصحي,U
عاجل | «الخلافات مستمرة على المسارين الفني والقانوني».. الري : جلسة جديدة غدا لاستكمال مفاوضات #سد_النهضة #أعرف_من_البيت 🏠,U
الذاكره عيّت تخونك .. انا كيف اخون ف العمر حاجات واجد ماهي بممكنه,U
#عاجل : فرنسا تعلن استئناف الرحلات الجوية من وإلى مصر #صدى_السعودية,U
"لن نشمتَ أو نتشفّى بموت أحدٍ مهما اختلفنا معه .. الاغتيالات (الإرهـ١بيّة) تمثّل تهديدا حقيقيّا لنا جميعا؛ و لا أستبعد ""أميركا"" عن القيام بهذا الدّور الحقير الّذي يهدّد السّلم الأهلي العراقي، و يثير الفتن بين المجتمعات! إنّا لله و إنّا إليه راجعون. _____ مرتضى الجابري",N
خد لفة على أي بلد بيكون الإسلاميين جزء من السلطة ولهم ميليشات بيحصل فيه ايه العراق - الصومال - اليمن - ليبيا - سوريا - لبنان - نيجيريا - أفغانستان - الباكستان,N
تجمع أصحاب ورش البناء: لإعطاء التراخيص لمعملي الاسمنت في شكا - #عاجل,U
"نحن في الرجاء، نؤمن أن الغد أفضل من اليوم، ليس من ضمانات بشرية، بل من الوعود بالعناية الإلهية، لأن الله هو سيّد التاريخ...",P
من روائع كتب الأدب كتاب عيون الأخبار لابن قتيبة .,P
يا محاسن هالصدف 🎶,P
لا اعلم سبب إستهانة بعض الناس بهموم الآخرين واذا رأوا أحدهم متضايق نعتوه بـ (النفسية) . ليت كل واحد ينشغل بنفسه ويترك عنه الآخرين.,N
يا رب أخبار سارَّة بتوظيف مباشر لمعلمي ومعلمات اللغة الإنجليزية من #السلطان_هيثم_بن_طارق وننعم بمكرمته في وطننا عُمان. #اعتبرونا_معلمين_وافدين_ووظفونا,P
رحم الله الفقيد و الصبر والسلوان لأهله و أصدقائه و المغفرة والرحمة لروحه النبيلة و الشجاعة التي فضلت انتفضت من داخل العراق و تكلمت بكل شجاعة و اصرار و اشارت على مواضع الخلل و اسباب المشكلة و طرق معالجتها #هشام_الهاشمي,
"للاسف عاجل الصين تعلن مستوى الخطر لتفشي مرض "" الطاعون الدملي "" في منطقة منغوليا بعد تناول شخصين لحيوان "" المرموط "" نوع من السناجب وبعدين معاهم 😱 ياجماعة ارسلوا لهم 🐐 من ابها وقولوهم هذا اكل البشر 😅😂 واحد ياكل خفاش والثاني مرموط ومرمطونا معاهم",N
سعادتي أولها أنت وثانيها أنت وآخرها أنت❤️,P
#لامكان_للفاسدين_بيننا لماذ لايشهر بالمفسدين من اجل ان نبتعد عنهم من يثبت فساده خاين لأمانة يستحق التشهير لامكان له بينا,N
"الحصار في أزمةالمشتقات النفطية وخنق الشعب في أبسط مقومات الحياة جعلنا ننشغل عن أحداث #لبنان و #سوريا و #العراق فمن يحاصر الشعب اليمني،ويقتله هو نفس من يحاصر لبنان هو نفس من يحاصر سوريا ونفس من يحتل العراق ونفس من يحاصر ايران فكل دول محور المقاومة مستهدفة من #الشيطان_الأكبر_أمريكا",N
ما اقبحهم منزعجون من صورة شيخ المجاهدين عمر المختار وبجانبها صورة السيسي اختارتها مطربة سورية ولم ينزعجوا او يتحرك لهم جفن عندما جلس السيد اوردغان وأمامه خريطة ليبيا وبقلمه الليزري يحدد مناطق الثروة في ليبيا وايضا صور اجتماع وزير الدفاع الاوردغاني مع ضباط العمليات في عاصمتهم,N
الامارات عاملة خرم في دماغ الخرفان الاعلام الخرفاني يقول الضربة من طائرات امراتيه طالعة من قاعدة البراني من مصر علي اساس عندنا عجز طائرات اضحكو بصمت,N
⚫#عاجل | الحديدة عضو الفريق الوطني في لجنة التنسيق المشتركة اللواء محمد القادري: تطرقنا خلال لقائنا مع رئيس بعثة الصليب الأحمر لمسألة تبادل الأسرى .,U
#طرابلس #بنغازى #ليبيا الاربعه هضوما فكونا منهم ...غير مانبيش نحكي في حقهم.. راهو جريمة كارثة في تاريخ ليبيا السياسي للابد ..راهو غضب من رب العالمين ... قاعد واضحة هكى اشخاص مش طبيعيين راهو ..,N
نادي الستة رئيسه بسكلتة دمتم تسليتنا المفضلة يانادي احلا من مسرح مصر ولو جي تعيش عليا الدور هاخدك في الطابور 😜 #The_black_princess_wailer,P
#عاجل: نقل 2806 معلم ومعلمة في #حركه_النقل_الخارجي لهذا العام -,U
مش عايزة تكفن وعايزة تروح بكامل أنوثتها !! طب على الأقل اغسلي وشك قبل ما تروحي هناك ☺️ #دينا_أنور,U
"كل مادوّر قصيده وادوّر لي جديد مر طيفك قال مبدع ،وكمل ،واستمر ياحبيبي في غيابك انا جالس وحيد والحزن مابين عيني وخدي له ممر لاتحسب ان وجهك يغيب لو انك بعيد المباني ما تغطي ليا طل القمر والله ان حبك شديد والله ان قلبي شديد بس في تال الزمن صار قلبي مندمر",N
على الطريقة الإسرائيلية.. يبدو أن الإمارات تقف وراء الهجوم على منظومة صواريخ تركية في #الوطية؛ منذ ساعة الهجوم وإعلام #الإمارات يتناول الهجوم دون الإعلان رسميا عن المسؤولية؛ هكذا تفعل تل أبيب عادة؛ تضرب في سوريا أو إيران دون أن تعلن لتتجنب ردات الفعل المباشرة.,N
عاد مو ناقصنا.. الديرة ترسها مراميط.. #حيوان_المرموط,N
"سؤال: ليه لما حد بيسئل ""عامل ايه؟"" بنقول تمام؟ واحنا بنبقى ولا تمام ولا حاجة. ليه دايمًا مش بنرد باللى جوانا بجد؟",U
"أريد منك أن تعرف ذلك دائماً ، أنك انت الجميع في عيناي وأشعر بأن قلبي لايؤمن بوجود أحد سواك.",P
�� #عاجل: نقل 2806 معلم ومعلمة في #حركه_النقل_الخارجي لهذا العام وتعتبر أسوء حركة نقل في تاريخ التعليم 👎🏻 الحمدلله على كل حال 💔,N
إذا عزمت لفعل أمر فاجعل التوكل مركبة العبور وإذا عصاك الدهر يوما فاسأل المولى لتسهيل الأمور لاتجزع لضيق الرزق أبدا يرزق العصفور من بين النسور وأعلم بأن الله يعلم نظرة العين وماتخفي الصدور كن شاكرا مادمت حيا وأعلم بأن الدنيا أيام تدور علي بن ابي طالب سلام الله عليه وكرم الله وجهه,P
سالفة قصيرة جدآ جدآ و صدمة! زول دفع مبلغ جزل كتبرع لمناسبة احتفالية .. اوكي .. أب هذا الزول برأيي هو بحاجة! فمن أولى ب المعروف؟ 🙄,U
تعا ننسى الحوالينا 🎶,P
يا ضلي يا روحي 🎵,U
عيد الأضحى كم باقيلو؟,U
"إذا ماخطبك هاليومين يعني كذااااب ، أكثر من هالتساهيل مافي ... #كورونا_السعوديه",U
يااربي ع اللطافه مقدر !! تخيلوا رحت البقاله على اساس ادفع بالشبكه ومامعي كااش . تخيلوا جيت بحاسب قال ماعنده شبكه ! تخيلوا قال عادي بكرا جيبيه ورحت .. لا اخذ رقم ولا عرف عنوان البيت ولا اخذ اي معلومات !! 😭,N
الاخوه الصحفيين الاخوه الاعلاميين الاخوه الناشطيين يرجى عدم نشر تحركات الجيش الوطني بالدقه في كل الجبهات حفاظا على سرّية حركة تقدم الجيش لان العدو يأخذ منكم 90% معلومات من وسائل التواصل #احذروا #الجوف_محرقه_الحوثي,U
لا تَقترب ما دُمت لن تبقى..,N
⭕️صورة| شرطة الاحتلال تفرج عن الحاجة المقدسية نفيسة خويص بعد اعتقالها من المسجد الأقصى وتسلمها قرار بالإبعاد مدة 15 يومًا عن الأقصى والبلدة القديمة وكفالة مالية بقيمة 4000 شيقل @ فلسطين,U
( انا بحاول افتكر أي معلومات اخدتها طول ال٣ سنين ) دماغي: لول يا نجم اي حاجة اخرها لول تبقى بيتا بلوكر,U
اشي طفش اشي تبلد اشي خمول,N
